Date,Season,Year,Type,Country,Source,Age,Sex,State,Location,Fatal Y/N,Activity,Species
15-Nov,,1967,Provoked,fiji,h.d.baldridge (1994) saf case #1537,21,M,Unknown,,N,other,other
04-Nov,,1967,Sea Disaster,philippines,"canberra times, 11/9/1967",Unknown,Unknown,Rombion Province,Off Sibuyan Island,Y,other,other
Unknown,Unknown,1967,Invalid,south africa,"a. heydorn, ori",Unknown,F,Kwazulu-Natal,Brighton Beach,Unknown,other,other
Unknown,Unknown,1967,Unprovoked,mexico,"chicago tribune, 10/27/1967",Unknown,Unknown,Veracruz,Veracruz,Y,swimming,other
17-Oct,Fall,1983,Unprovoked,usa,"miami herald, 10/21/1983, p.1c",16,M,Florida,"Stuart Beach, Martin County",N,surfing,other
Unknown,Unknown,1967,Unprovoked,tonga,h.d.baldridge (1994) saf case #1480,17,M,Unknown,,N,swimming,other
20-Sep,Fall,1967,Invalid,usa,"j. borg, p.73; l. taylor (1993), pp.102-103",Unknown,M,Hawaii,"Kailua Bay, O'ahu",Unknown,boating,other
13-Sep,,1967,Provoked,italy,c. moore. gsaf,21,M,Brindisi Province,Brindisi,Unknown,other,other
07-Sep,,1967,Provoked,papua new guinea,"h.d.baldridge, saf case #1546",Unknown,Unknown,New Ireland Province,,Unknown,diving,other
05-Oct,Fall,2003,Unprovoked,usa,"vero beach press journal (fl) 10/6/2003;  stuart news, 10/6/2003",18,M,Florida,"Stuart Park Beach, Martin County",N,surfing,other
06-Sep,,1967,Unprovoked,papua new guinea,"the age, 9/7/1967",Unknown,M,New Ireland Province,Lambom Island,Y,fishing,other
01-Sep,,1967,Unprovoked,papua new guinea,"f. dennis, pp.23-24",23,M,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Y,fishing,other
27-Aug,Summer,1967,Provoked,usa,"ventura county ad-visor, 8/31/1967",24,M,California,Ventura,N,other,other
26-Aug,,1967,Unprovoked,japan,k. nakaya,19,M,Kagawa Prefecture,Sakaide,Y,other,other
25-Aug,,1967,Unprovoked,italy,"c. moore, gsaf",Unknown,M,Liguria," Marinella Sarzana, La Spezia ",N,fishing,other
19-Aug,,1967,Unprovoked,australia,"h. edwards, pp.35-42; h.d. baldridge, p.28; a. sharpe, pp.132-133; a. maccormick, p.86; j. west, asaf",23,M,Western Australia,Jurien Bay,Y,fishing,white shark
15-Aug,,1967,Unprovoked,bermuda,"gettysburg times, 8/15/1967",19,F,Hamilton,Hamilton,N,other,other
Unknown,Unknown,1967,Unprovoked,columbia,"new york times, 8/14/1967",Unknown,M,Unknown,,N,other,other
10-Aug,,1967,Invalid,australia,"h.d. baldridge, p.184",Unknown,M,New South Wales,Jervis Bay,Unknown,diving,other
07-Aug,Summer,1967,Unprovoked,usa,"h.d. baldridge, p.193; clark, p.86",15,M,Florida,Near Key West,N,fishing,other
Unknown,Unknown,1967,Unprovoked,bahamas,"h.d. baldridge, p.185",41,M,Unknown,Andros Island,N,other,other
Unknown,Unknown,1967,Unprovoked,senegal,s. trape,Unknown,M,Cap Vert Peninsula,Hann,N,other,other
29-Jul,Summer,1967,Unprovoked,usa,"h.d.baldridge, saf case #1538",20,M,Florida,Florida Keys,N,snorkeling,other
05-Jul,,1967,Unprovoked,turkey,"c. moore, gsaf",36,M,Mugla Province,Kucukada Island,Y,fishing,other
Unknown,Unknown,1967,Invalid,usa,h.d. baldridge (1994) saf case #1637,18,M,South Carolina,,Unknown,surfing,other
13-Jun,Summer,1967,Provoked,usa,"h.d. baldridge, p.192; m. mcdiarmid, p.70",26,M,Florida,"Key West, Monroe County",N,fishing,other
Unknown,Unknown,1967,Provoked,italy,a. de maddalena; giudici & fino (1989),Unknown,M,Sicily,Stretto di Messina,N,fishing,white shark
Unknown,Unknown,1967,Provoked,australia,"j. green, p.36; h. d. baldridge (1994) saf case #1464",30,M,South Australia,Outer Harbor,N,other,whaler shark
09-May,,1967,Provoked,australia,h.d.baldridge (1994) saf case #1536,22,M,Unknown,Aquarium,N,other,other
Unknown,Unknown,1967,Provoked,united kingdom,c. moore. gsaf,60,M,Gibraltar,,N,fishing,other
20-Mar,,1967,Provoked,new zealand,h.d. baldridge (1994) saf case #1521,21,M,Unknown,Leigh,N,other,other
19-Mar,,1967,Unprovoked,south africa,"l. jones, m. levine, gsaf;. d'aubrey, ori",32,M,Kwazulu-Natal,Paradise Reef,N,fishing,white shark
12-Mar,,1967,Provoked,australia,"h.d. baldridge, saf case #1466",36,M,Victoria,Geelong,N,fishing,other
10-Mar,,1967,Invalid,australia,evening express (cardiff),Unknown,Unknown,New South Wales,"Dover Heights, Sydney",Unknown,other,other
09-Mar,,1967,Unprovoked,new zealand,"r.d. weeks, gsaf; j. garrick; west australian (perth), 3/10/1967",21,M,Unknown,St. Kilda Beach,Y,other,white shark
01-Mar,,1967,Unprovoked,papua new guinea,"f. dennis, p.23; h.d. baldridge (1994) saf case #1534",14,M,New Britain,"Barawon Beach, near Rabaul",N,other,other
06-Feb,,1967,Sea Disaster,mexico,"brownsville herald, 1/28/1968",Unknown,M,Veracruz,Cabo Rojo,Y,swimming,other
27-Jan,,1967,Watercraft,south africa,gsaf,Unknown,Unknown,Western Cape Province,Melkbosstrand,N,fishing,white shark
22-Jan,,1967,Provoked,south africa,"h.d. baldridge, p.128",Unknown,M,Western Cape Province,Whittle Rock False Bay,N,fishing,tiger shark
21-Jan,,1967,Unprovoked,mozambique,"m. levine, gsaf",31,M,Unknown,Xefina Island,N,swimming,other
06-Jan,,1967,Provoked,australia,h.d.baldridge (1994) saf case #1465,15,M,Victoria,Goolwa,N,other,other
31-Dec,,1966,Unprovoked,australia,"j. green, p.35; sun (sydney), 1/3/1967",30,M,Tasmania,"Piccaninny Point, 10 miles from Bicheno",N,fishing,other
27-Dec,,1966,Provoked,australia,"sun (sydney), 12/29/1966; j. green, p.36; h.d. baldridge, p.166",29,M,New South Wales,South West Rocks,N,fishing,other
27-Dec,,1966,Unprovoked,australia,"sun (sydney), 12/29/1966; j. green, p.36",19,M,New South Wales,Trial Bay,N,fishing,other
26-Dec,,1966,Unprovoked,singapore,"h.d. baldridge, saf case #1458",39,M,Unknown,Singapore,N,wading,other
26-Dec,,1966,Unprovoked,australia,"sun (sydney), 12/29/1966; h.d. baldridge, p.137",29,M,New South Wales,Coogee,N,fishing,other
14-Nov,,1966,Unprovoked,thailand,h.d. baldridge (1994) saf case #1509,28,Unknown,Unknown,,Unknown,other,other
Unknown,Unknown,1966,Unprovoked,papua new guinea,"a. mcnaught; times-courier (lae, png), 12/10/1966; f. dennis, p.23",Unknown,F,New Ireland Province,,Y,other,other
30-Oct,,1966,Unprovoked,papua new guinea,"a. mcnaught; times-courier (lae, png), 12/10/1966; f. dennis, p.23",13,F,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Y,swimming,other
19-Oct,,1966,Unprovoked,papua new guinea,"a. mcnaught; times-courier (lae, png), 12/10/1966; f. dennis, p.23",8,F,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Y,other,other
27-Sep,,1966,Unprovoked,australia,"b. dawson, j.green, pp.50-52; the cairns post, 9/28/1966 (note: the  press erroneously reported the diver's name as davidson.)",32,M,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",N,other,whaler shark
19-Sep,Fall,1966,Provoked,usa,"japan times, 9/23/1966; mainichi news, 9/25/1966 edtion",20,M,Hawaii,50 miles NE of Honolulu,N,fishing,other
18-Sep,,1966,Invalid,australia,"the west australian (perth), 9/14/1966; d. h.baldridge, p.136; saf case #1424",Unknown,M,Western Australia,"Little Beach Reef, Bremer Bay",Unknown,fishing,other
13-Sep,,1966,Provoked,australia,"h.d.baldridge, saf case #1425",Unknown,M,Western Australia,Albany,Unknown,fishing,other
10-Sep,,1966,Unprovoked,australia,"the west australian (perth), 9/14/1966; h.d.baldridge, p.136",43,M,Western Australia,Roe Reef off Rottnest Island,N,fishing,mako shark
27-Sep,Fall,1998,Unprovoked,usa,"the stuart (fl) news, 9/29/1998",6,M,Florida,"The Rocks, Hutchinson Island, Martin County",N,surfing,other
Unknown,Unknown,1966,Invalid,bahamas,isaf case #1421,Unknown,M,Unknown,Tongue of the Ocean,Unknown,other,other
28-Aug,,1966,Watercraft,australia,"adelaide advertiser, 9/1/1966; saf case #1426",Unknown,M,Northern Territory,Darwin Harbour,N,other,other
27-Aug,,1966,Invalid,south africa,isaf case #1439,Unknown,M,Kwazulu-Natal,Durban,Unknown,other,other
27-Aug,,1966,Unprovoked,bahamas,"p. gilbert & h.d. baldridge, saf case #1433",18,F,Unknown,,N,snorkeling,other
23-Aug,,1966,Unprovoked,new britain,"age (melbourne), hudderfield daily examiner (yorkshire), evening press (dublin), 8/23/196;; irish news (belfast), 8/24/1966; a. maccormick, p.161",13,F,Unknown,"Butliwan Village, 15 miles north of Rabaul",Y,swimming,other
23-Aug,,1966,Unprovoked,new britain,"age (melbourne), hudderfield daily examiner (yorkshire), evening press (dublin), 8/23/1966; irish news (belfast), 8/24/1966; a. maccormick, p.161",9,F,Unknown,"Butliwan Village, 15 miles north of Rabaul",Y,other,other
16-Aug,,1966,Unprovoked,croatia,"r. rocconi; a. de maddalena & c. moore, gsaf",33,M,Primorje-Gorski Kotar County,Bakar,Y,swimming,white shark
14-Aug,,1966,Unprovoked,taiwan,"h.d.baldridge, p.184",Unknown,M,Unknown,Ye Leow,N,other,other
13-Aug,,1966,Unprovoked,italy,"evening standard (london) 8/13/1966; sunday express (london), 8/14/1966",21,M,Taranto Province,"Pulsano, near Taranto",N,other,other
Unknown,Unknown,1966,Invalid,usa,h.d. baldridge (1994) saf case #1440,26,M,Delaware,Fenwick Island,Unknown,fishing,other
Unknown,Unknown,1966,Unprovoked,usa,"m. vorenberg, gsaf",8,M,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",N,wading,other
31-Jul,Summer,1966,Unprovoked,usa,"m. vorenberg, h.d. baldridge, p.191",16,M,Texas,"South Jetty, Galveston",N,other,tiger shark
19-Jul,Summer,1966,Provoked,usa,"news & courier, 7/20/1966",34,M,South Carolina,"Folly Beach, Charleston County",N,other,other
17-Jul,Summer,1966,Unprovoked,usa,"victoria advocate, 7/20/1966, p.8",14,M,Texas,"Point Comfort, Calhoun County",N,fishing,other
17-Jul,,1966,Unprovoked,taiwan,"south china morning post (hong kong), 7/19/1966",20,M,Northern Taiwan,Tamsui Beach,Y,swimming,other
14-Jul,,1966,Unprovoked,papua new guinea,h.d.baldridge (1994) saf case #1415,25,F,Unknown,Manus Island,Y,swimming,other
03-Jul,Summer,1966,Invalid,usa,"h.d. baldridge, p.210",46,M,Florida,"Key Biscayne, Miami, Dade County",Unknown,other,other
02-Jul,,1966,Watercraft,unknown,p. gilbert; saf case #1436,Unknown,Unknown,Unknown,Between USA & Cuba,N,other,other
22-Jun,Summer,1966,Provoked,usa,press clippings,15,M,New Jersey,"Reeds Bay, Brigantine, Atlantic County",N,other,other
11-Jun,Summer,1966,Provoked,usa,t. bailey,18,M,Florida,"Ft. Lauderdale, Broward County",N,fishing,hammerhead
04-Jun,Summer,1966,Unprovoked,usa,d. holmgreen,18,M,Texas,Bolivar Peninsula,N,swimming,other
02-Jun,,1966,Provoked,french polynesia,"h.d. baldridge (1994), saf case #1434",Unknown,M,Unknown,Tahiti,N,fishing,other
20-May,,1966,Sea Disaster,australia,"j. green, p.35",40,M,New South Wales,Jervis Bay,Y,other,other
20-May,,1966,Unprovoked,australia,"bellingen courier-sun; j. green, p.35",Unknown,M,New South Wales, Bellingen,N,fishing,other
20-May,,1966,Sea Disaster,australia,barker & ritson,38,M,Unknown,7 miles offshore on east coast of Australia,Y,other,white shark
16-May,Spring,1966,Invalid,usa,"h.d. baldridge,p.184; saf case  #1412",24,M,Florida,"Fernandina Beach, Nassau County",Unknown,fishing,other
16-May,,1966,Sea Disaster,philippines,"maryborough chronicle (queensland), lancashire evening post  6/20/1966",Unknown,M,Unknown,Off Cebu,Y,other,other
08-Apr,Spring,1966,Unprovoked,usa,h.d. baldridge (1994) saf case #1483,25,M,Puerto Rico,,N,swimming,other
Unknown,Unknown,1966,Sea Disaster,australia,saf case #1413,Unknown,M,New South Wales,"Botany Bay, Sydney",N,other,other
20-Mar,,1966,Provoked,australia,p. w. gilbert; saf case #1435,Unknown,Unknown,New South Wales,Maroubra,N,fishing,white shark
14-Mar,,1966,Sea Disaster,sudan,"g. burns; befast news-letter, 3/30/1966",Unknown,M,Unknown,,Y,boating,other
27-Feb,,1966,Unprovoked,australia,"t. b. gorman & d.j. dunatan, nsw state fisheries laboratories; h.d. baldridge, p.58; a. sharpe, pp.77-79; a. maccormick, p.162",13,M,New South Wales,Coledale Beach,N,other,white shark
29-Jan,,1966,Provoked,south africa,"daily news, 2/31/1966; j. penrith & j. d'aubrey",33,M,Western Cape Province,Strandfontein Beach,N,other,other
25-Jan,,1966,Sea Disaster,indonesia,sydney daily telegraph,Unknown,Unknown,North Sumatra,Near Belawan,Y,other,other
22-Jan,Winter,1966,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.40-41; h.d. baldridge, p.76",29,M,California,"Pebble Beach, Cypress Point, Monterey County",N,surfing,white shark
15-Jan,,1966,Unprovoked,australia,"the age, 1/17/1966, p.1",30,M,New South Wales,Bellambi,N,fishing,other
14-Jan,,1966,Sea Disaster,columbia,"virgin islands daily news, 1/17/1966; saf case #1399",Unknown,Unknown,Unknown,Off Cartagena,Y,other,other
11-Jan,,1966,Unprovoked,south africa,"j.l.b. smith, j. wallace, m. levine, gsaf",16,M,Eastern Cape Province,Riet River,N,other,other
10-Jan,,1966,Unprovoked,australia,"west australian (perth), 1/20/1966",43,M,Western Australia,Woodman Point,N,other,other
09-Jan,,1966,Unprovoked,south africa,"j. d’aubrey, m. levine, gsaf",15,M,Kwazulu-Natal,Umkomaas,N,surfing,other
08-Jan,,1966,Unprovoked,new zealand,"r.d. weeks, gsaf; dr. g. e. walker",15,F,Unknown,"Oakura Beach, Taranaki",Y,surfing,other
05-Jan,Winter,1966,Unprovoked,usa,j. ulsh,35,M,Florida,"Hollywood, Broward County",N,swimming,hammerhead
Unknown,Unknown,1966,Invalid,usa,r. collier,15,F,California,"Huntington Beach, Orange County",Unknown,other,other
28-Dec,,1965,Unprovoked,australia,"orange daily (nsw), 12/29/1965; t. peake, gsaf",40,M,Western Australia,"Bathurst Reef, Rottnest Island",N,fishing,other
19-Dec,,1965,Unprovoked,johnston island,"h.d. baldridge (1994), saf case #1617",Unknown,M,Unknown,,N,other,reef shark
10-Dec,,1965,Watercraft,australia,"adelaide advertiser, 12/11/1965, saf case 1345",Unknown,Unknown,South Australia,Cape Jervis,N,fishing,other
21-Nov,,1965,Provoked,australia,"evening press (dublin, ireland) 11/22/1965",43,M,Queensland,Near Brisbane,Y,fishing,other
21-Nov,,1965,Unprovoked,pacific ocean,"p. resos & j. souza, pararescue, 76th air rescue squadron, hickam afb, hawaii",44,M,Unknown,Japanese fishing boat Taihei Maru No.10,N,other,other
03-Nov,,1965,Invalid,panama,tropic survival school,Unknown,Unknown,Unknown,Golfo de los Mosquitos,Unknown,other,other
03-Nov,,1965,Unprovoked,australia,"telegraph (sydney), mirror (sydney), post (cairns),  11/4/1965; j. green, p.35",24,M,Queensland,Oak Beach,N,surfing,other
21-Oct,,1965,Unprovoked,unknown,"lodi news sentinel, 10/30/1965",39,M,Unknown,Florida Strait,N,boating,other
16-Oct,,1965,Unprovoked,bahamas,"st. paul dispatch, 10/27/1965",32,M,Unknown,Nassau,N,other,other
16-Oct,,1965,Unprovoked,bahamas,"st. paul dispatch, 10/27/1965",Unknown,F,Unknown,Nassau,Y,other,other
10-Oct,,1965,Unprovoked,new britain,morning herald (sydney) 10/17/1965,15,M,Unknown,"Outside the reef off Moputu Village, near Talasea",Y,fishing,other
Unknown,Unknown,1965,Unprovoked,papua new guinea,h.d. baldridge (1994) saf case #1475,27,M,New Britain,,N,wading,other
21-Sep,,1965,Provoked,papua new guinea,"south pacific post, 9/22/2965; saf case #1386",Unknown,M,Madang Province,Sek Harbor,N,fishing,other
12-Sep,,1965,Provoked,papua new guinea,"the times (london),",Unknown,M,East Sepik,Moem Village near Wewak,N,fishing,other
08-Sep,,1965,Unprovoked,mexico,f. piskur; press clipping dated 9/9/1965,23,M,Veracruz,Playa Villa del Mar,N,other,other
30-Aug,,1965,Invalid,philippines,"manila daily bulletin, 9/3/1965; saf case #1388",Unknown,M,Unknown,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea",Unknown,other,other
26-Aug,Summer,1965,Unprovoked,usa,j. bloodworth; philadelphia inquirer 8/27/1965,15,M,New Jersey,"Steel Pier, Atlantic City, Atlantic County",N,swimming,other
30-Jul,,1965,Provoked,bahamas,"h.d. baldridge, p. 93",Unknown,M,Unknown,Lerner Marine Lab,N,other,other
26-Jul,,1965,Unprovoked,mexico,"latin american times (new york), 8/3/1965",25,M,Veracruz,Mocambo,Y,other,other
Unknown,Unknown,1965,Watercraft,bermuda,"daily express, 7/2/1965; saf case #1375",Unknown,Unknown,Hamilton,,N,other,other
19-Jun,Summer,1965,Invalid,usa,"miami herald, 6/20/1965; saf case #1372",6,M,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Unknown,wading,other
18-Jun,Summer,1965,Invalid,usa,"evening standard (london) 6/9/1965; sunday express (london), 6/20/1965",Unknown,M,Florida,150 miles southeast of Cape Kennedy,Unknown,other,other
09-Jun,,1965,Unprovoked,mexico,j. carranza (this is apparently a different case than 1965.05.00.a),38,M,Veracruz,Mocambo,N,swimming,other
Unknown,Unknown,1965,Unprovoked,papua new guinea,age (melbourne) 6/7/1965,Unknown,M,Near Bougainville (North Solomons),Huhunoti Island,N,fishing,other
Unknown,Unknown,1965,Unprovoked,unknown,h.d.baldridge (1994) saf case #1510,Unknown,M,Unknown,,Y,other,other
29-May,,1965,Unprovoked,mexico,the news (mexico city) 6/1/1965,Unknown,M,Veracruz,Playa Mocambo,Y,swimming,other
28-May,,1965,Unprovoked,mexico,the news (mexico city) 6/1/1965,Unknown,M,Veracruz,Playa Mocambo,Y,swimming,other
Unknown,Unknown,1965,Unprovoked,egypt,falconer-barker,Unknown,M,Unknown,,N,other,other
Unknown,Unknown,1965,Unprovoked,jamaica,h.d.baldridge (1994) saf case #1498,Unknown,M,Unknown,,N,diving,other
Unknown,Unknown,1965,Unprovoked,mexico,the news (mexico city) 6/12/1965,35,M,Veracruz,Mocambo,N,swimming,other
29-Apr,Spring,1965,Unprovoked,usa,"m. vorenberg, gsaf",49,M,Florida,"Hobe Sound, Martin County",N,other,bull shark
25-Apr,Spring,1965,Invalid,usa,"i. marais, m. levine, l. jones, gsaf",19,M,California,"Pacifica, San Mateo County",Unknown,surfing,other
10-Apr,Spring,1965,Unprovoked,usa,"j. d. morgan, m.d.",28,M,Florida,American Shoals off Key West,N,fishing,white shark
04-Apr,,1965,Unprovoked,palau,p.t. wilson,8,M,Unknown,Koror,N,other,tiger shark
04-Apr,Spring,1965,Unprovoked,usa,"m. vorenberg, gsaf. r. greer, m.d.",17,M,Florida,"Juno Beach, Palm Beach County",N,surfing,other
23-Mar,Spring,1965,Invalid,usa,dr. s.d. caller; saf case #1360,Unknown,M,Puerto Rico,60 miles offshore north of San Juan,Unknown,other,other
14-Mar,Spring,1965,Unprovoked,usa,r. macneilly,16,M,Florida,"Pompano Beach, Palm Beach County",N,other,mako shark
14-Feb,,1965,Unprovoked,south africa,"g.w. black, m. levine,  gsaf;  t. mchugh, a. heydorn. j. d'aubrey & p.h. jacques; t. wallett, pp.51-52",25,M,Kwazulu-Natal,Amatikulu,N,other,other
04-Feb,Winter,1965,Unprovoked,usa,"r. powell; boston traveler 2/11/1965; h.d. baldridge, p.184",18,M,Massachusetts,"Granite Pier, Rockport",N,other,other
25-Jan,Winter,1965,Invalid,usa,h.l. johnson; saf case #1353,21,M,California,"Newport Beach, Orange County",Unknown,boating,other
23-Jan,,1965,Unprovoked,south africa,"d. davies, j. d'aubrey & h. haicker, ori; m. levine, gsaf",22,M,Kwazulu-Natal,"Country Club Beach, Durban",N,other,white shark
16-Jan,,1965,Unprovoked,south africa,"d. davies & j. d'aubrey, gsaf",20,M,Kwazulu-Natal,"Country Club Beach, Durban",N,surfing,other
10-Jan,,1965,Unprovoked,australia,the australian 1/11/1965,Unknown,M,Victoria,"East of Station Pier, Port Melbourne",N,swimming,other
09-Jan,,1965,Unprovoked,new guinea,"south pacific post (port moresby), 1/11/1965",30,M,Central Province,Off Gaire Village,Y,other,whaler shark
Unknown,Unknown,1965,Unprovoked,usa,"victoria advocate, 7/11/2011",13,M,Texas,"Port Lavaca, Calhoun County",N,other,other
Unknown,Unknown,1965,Provoked,usa,"orange county register, 1/28/2998",15,M,California,"Dana Point, San Clemente, Orange County",N,surfing,other
Unknown,Unknown,1965,Provoked,usa,"m. vorenberg, gsaf",Unknown,M,Florida,"Between Palm  & Salerno Inlets, Martin County",N,other,other
Unknown,Unknown,1965,Unprovoked,unknown,captain t. falcon-barker,Unknown,M,Unknown,,N,other,white shark
Unknown,Unknown,1965,Unprovoked,egypt,captain t. falcon-barker,Unknown,M,Unknown,South of Hurghada,N,fishing,mako shark
Unknown,Unknown,1965,Unprovoked,vanuatu,"m. levine, gsaf",Unknown,M,Malampa Province,Island of Paam'a,Y,other,other
Unknown,Unknown,1965,Invalid,south africa,"m. levine, gsaf, possible confusion in press with huskisson incident",Unknown,Unknown,Eastern Cape Province,Pollock Beach,Unknown,other,other
25-Dec,,1964,Unprovoked,south africa,"dr. macrae; j. d'aubrey, m. levine, gsaf",19,M,Eastern Cape Province,Port Alfred,N,swimming,other
10-Dec,,1964,Unprovoked,papua new guinea,h.d.baldridge (1994) saf case #1558,Unknown,M,Bougainville (North Solomons),Buka Island,N,other,other
10-Dec,,1964,Watercraft,australia,"adelaide advertiser, 12/11/1965",Unknown,Unknown,New South Wales,Port Jervis,N,fishing,other
09-Dec,,1964,Unprovoked,papua new guinea,"south pacific post (port moresby), 12/16/1964",28,M,Bougainville (North Solomons),"Off Sing Village, Buka Island",N,swimming,other
